drug,creationDate,type,status
DB12719,2016-10-20,small molecule,investigational
DB12720,2016-10-20,small molecule,investigational
DB12721,2016-10-20,small molecule,investigational
DB12722,2016-10-20,biotech,investigational
DB12724,2016-10-20,small molecule,investigational
DB12725,2016-10-20,small molecule,investigational
DB12726,2016-10-20,biotech,investigational
DB12727,2016-10-20,small molecule,investigational
DB12728,2016-10-20,small molecule,approved
DB12729,2016-10-20,small molecule,investigational
DB12730,2016-10-20,small molecule,investigational
DB12731,2016-10-20,small molecule,investigational
DB12732,2016-10-20,small molecule,investigational
DB12733,2016-10-20,small molecule,investigational
DB12734,2016-10-20,biotech,investigational
DB12736,2016-10-20,small molecule,investigational
DB12737,2016-10-20,biotech,investigational
DB12738,2016-10-20,biotech,investigational
DB12739,2016-10-20,small molecule,investigational
DB12740,2016-10-20,small molecule,investigational
DB12741,2016-10-20,small molecule,investigational
DB12742,2016-10-20,small molecule,investigational
DB12743,2016-10-20,small molecule,investigational
DB12744,2016-10-20,small molecule,investigational
DB12745,2016-10-20,small molecule,investigational
DB12746,2016-10-20,small molecule,investigational
DB12747,2016-10-20,biotech,investigational
DB12748,2016-10-20,small molecule,investigational
DB12749,2016-10-20,small molecule,investigational
DB12750,2016-10-20,small molecule,investigational
DB12751,2016-10-20,small molecule,investigational
DB12752,2016-10-20,small molecule,investigational
DB12753,2016-10-20,small molecule,investigational
DB12754,2016-10-20,small molecule,approved
DB12755,2016-10-20,small molecule,investigational
DB12756,2016-10-20,small molecule,investigational
DB12757,2016-10-20,small molecule,investigational
DB12758,2016-10-20,small molecule,investigational
DB12759,2016-10-20,biotech,investigational
DB12760,2016-10-20,small molecule,investigational
DB12761,2016-10-20,small molecule,investigational
DB12762,2016-10-20,small molecule,investigational
DB12763,2016-10-20,small molecule,investigational
DB12764,2016-10-20,small molecule,investigational
DB12765,2016-10-20,small molecule,investigational
DB12766,2016-10-20,small molecule,investigational
DB12767,2016-10-20,small molecule,approved
DB12768,2016-10-20,biotech,investigational
DB12769,2016-10-20,small molecule,investigational
DB12770,2016-10-20,small molecule,investigational
DB12771,2016-10-20,small molecule,investigational
DB12773,2016-10-20,biotech,investigational
DB12774,2016-10-20,small molecule,investigational
DB12775,2016-10-20,biotech,investigational
DB12776,2016-10-20,small molecule,investigational
DB12777,2016-10-20,small molecule,investigational
DB12778,2016-10-20,small molecule,investigational
DB12779,2016-10-20,small molecule,investigational
DB12780,2016-10-20,small molecule,investigational
DB12781,2016-10-20,small molecule,investigational
DB12782,2016-10-20,small molecule,investigational
DB12783,2016-10-20,small molecule,approved
DB12784,2016-10-20,small molecule,investigational
DB12785,2016-10-20,small molecule,investigational
DB12786,2016-10-20,biotech,investigational
DB12787,2016-10-20,small molecule,investigational
DB12788,2016-10-20,biotech,investigational
DB12789,2016-10-20,small molecule,investigational
DB12791,2016-10-20,small molecule,investigational
DB12792,2016-10-20,small molecule,approved
DB12793,2016-10-20,biotech,investigational
DB12794,2016-10-20,small molecule,investigational
DB12795,2016-10-20,small molecule,investigational
DB12796,2016-10-20,small molecule,investigational
DB12797,2016-10-20,biotech,investigational
DB12798,2016-10-20,small molecule,investigational
DB12799,2016-10-20,small molecule,investigational
DB12800,2016-10-20,small molecule,investigational
DB12802,2016-10-20,small molecule,investigational
DB12803,2016-10-20,small molecule,investigational
DB12804,2016-10-20,small molecule,investigational
DB12805,2016-10-20,small molecule,investigational
DB12806,2016-10-20,small molecule,investigational
DB12807,2016-10-20,biotech,investigational
DB12808,2016-10-20,small molecule,investigational
DB12809,2016-10-20,small molecule,investigational
DB12810,2016-10-20,small molecule,investigational
DB12812,2016-10-20,small molecule,investigational
DB12813,2016-10-20,small molecule,investigational
DB12814,2016-10-20,biotech,investigational
DB12815,2016-10-20,biotech,investigational
DB12816,2016-10-20,small molecule,investigational
DB12817,2016-10-20,small molecule,investigational
DB12818,2016-10-20,small molecule,investigational
DB12819,2016-10-20,small molecule,investigational
DB12820,2016-10-20,biotech,investigational
DB12821,2016-10-20,small molecule,approved
DB12822,2016-10-20,biotech,investigational
DB12823,2016-10-20,small molecule,investigational
DB12824,2016-10-20,biotech,investigational
DB12825,2016-10-20,small molecule,investigational
DB12826,2016-10-20,biotech,investigational
DB12827,2016-10-20,small molecule,investigational
DB12829,2016-10-20,small molecule,investigational
DB12830,2016-10-20,small molecule,investigational
DB12831,2016-10-20,small molecule,investigational
DB12832,2016-10-20,small molecule,investigational
DB12833,2016-10-20,small molecule,investigational
DB12834,2016-10-20,small molecule,approved
DB12835,2016-10-20,biotech,investigational
DB12836,2016-10-20,small molecule,investigational
DB12837,2016-10-20,small molecule,investigational
DB12838,2016-10-20,small molecule,investigational
DB12839,2016-10-20,small molecule,approved
DB12840,2016-10-20,small molecule,investigational
DB12841,2016-10-20,biotech,investigational
DB12842,2016-10-20,small molecule,investigational
DB12843,2016-10-20,small molecule,investigational
DB12844,2016-10-20,biotech,investigational
DB12845,2016-10-20,biotech,investigational
DB12846,2016-10-20,small molecule,investigational
DB12847,2016-10-20,small molecule,investigational
DB12848,2016-10-20,small molecule,investigational
DB12849,2016-10-20,biotech,investigational
DB12850,2016-10-20,small molecule,investigational
DB12851,2016-10-20,biotech,investigational
DB12852,2016-10-20,small molecule,investigational
DB12853,2016-10-20,small molecule,investigational
DB12854,2016-10-20,small molecule,investigational
DB12855,2016-10-20,small molecule,investigational
DB12856,2016-10-20,small molecule,investigational
DB12857,2016-10-20,small molecule,investigational
DB12858,2016-10-20,small molecule,investigational
DB12859,2016-10-20,small molecule,investigational
DB12860,2016-10-20,small molecule,investigational
DB12861,2016-10-20,small molecule,investigational
DB12862,2016-10-20,biotech,investigational
DB12863,2016-10-20,small molecule,investigational
DB12864,2016-10-20,small molecule,investigational
DB12865,2016-10-20,small molecule,approved
DB12866,2016-10-20,small molecule,investigational
DB12867,2016-10-20,small molecule,approved
DB12868,2016-10-20,small molecule,investigational
DB12869,2016-10-20,small molecule,investigational
DB12870,2016-10-20,small molecule,investigational
DB12871,2016-10-20,biotech,investigational
DB12872,2016-10-20,biotech,approved
DB12873,2016-10-20,small molecule,investigational
DB12874,2016-10-20,small molecule,investigational
DB12875,2016-10-20,small molecule,investigational
DB12876,2016-10-20,small molecule,investigational
DB12877,2016-10-20,small molecule,investigational
DB12878,2016-10-20,small molecule,investigational
DB12879,2016-10-20,small molecule,investigational
DB12880,2016-10-20,biotech,investigational
DB12881,2016-10-20,small molecule,investigational
DB12882,2016-10-20,small molecule,investigational
DB12883,2016-10-20,small molecule,investigational
DB12884,2016-10-20,small molecule,investigational
DB12885,2016-10-20,small molecule,investigational
DB12886,2016-10-20,small molecule,investigational
DB12887,2016-10-20,small molecule,investigational
DB12888,2016-10-20,small molecule,investigational
DB12889,2016-10-20,small molecule,investigational
DB12890,2016-10-20,small molecule,investigational
DB12891,2016-10-20,biotech,investigational
DB12892,2016-10-20,small molecule,investigational
DB12893,2016-10-20,biotech,investigational
DB12894,2016-10-20,small molecule,investigational
DB12895,2016-10-20,small molecule,investigational
DB12896,2016-10-20,small molecule,investigational
DB12897,2016-10-20,small molecule,investigational
DB12898,2016-10-20,biotech,investigational
DB12899,2016-10-20,small molecule,investigational
DB12900,2016-10-20,small molecule,investigational
DB12901,2016-10-20,small molecule,investigational
DB12902,2016-10-20,small molecule,investigational
DB12903,2016-10-20,small molecule,investigational
DB12904,2016-10-20,small molecule,investigational
DB12905,2016-10-20,small molecule,investigational
DB12906,2016-10-20,small molecule,investigational
DB12907,2016-10-20,small molecule,investigational
DB12908,2016-10-20,biotech,investigational
DB12909,2016-10-20,biotech,approved
DB12910,2016-10-20,small molecule,investigational
DB12911,2016-10-20,small molecule,approved
DB12912,2016-10-20,small molecule,investigational
DB12914,2016-10-20,small molecule,investigational
DB12915,2016-10-20,biotech,investigational
DB12916,2016-10-20,small molecule,investigational
DB12917,2016-10-20,biotech,investigational
DB12919,2016-10-20,small molecule,investigational
DB12920,2016-10-20,small molecule,investigational
DB12921,2016-10-20,small molecule,investigational
DB12923,2016-10-20,small molecule,investigational
DB12924,2016-10-20,small molecule,approved
DB12925,2016-10-20,small molecule,investigational
DB12926,2016-10-20,small molecule,investigational
DB12927,2016-10-20,small molecule,investigational
DB12928,2016-10-20,small molecule,investigational
DB12929,2016-10-20,small molecule,investigational
DB12930,2016-10-20,small molecule,investigational
DB12931,2016-10-20,small molecule,investigational
DB12932,2016-10-20,small molecule,investigational
DB12933,2016-10-20,small molecule,investigational
DB12934,2016-10-20,small molecule,investigational
DB12935,2016-10-20,small molecule,investigational
DB12937,2016-10-20,small molecule,investigational
DB12938,2016-10-20,small molecule,approved
DB12939,2016-10-20,small molecule,investigational
DB12940,2016-10-20,small molecule,investigational
DB12941,2016-10-20,small molecule,investigational
DB12942,2016-10-20,small molecule,investigational
DB12943,2016-10-20,biotech,investigational
DB12944,2016-10-20,small molecule,investigational
DB12945,2016-10-20,small molecule,approved
DB12946,2016-10-20,small molecule,investigational
DB12947,2016-10-20,small molecule,investigational
DB12948,2016-10-20,small molecule,investigational
DB12949,2016-10-20,small molecule,investigational
DB12950,2016-10-20,biotech,investigational
DB12951,2016-10-20,small molecule,investigational
DB12952,2016-10-20,small molecule,approved
DB12953,2016-10-20,biotech,investigational
DB12954,2016-10-20,small molecule,approved
DB12955,2016-10-20,small molecule,investigational
DB12956,2016-10-20,biotech,investigational
DB12957,2016-10-20,small molecule,investigational
DB12958,2016-10-20,small molecule,investigational
DB12959,2016-10-20,small molecule,investigational
DB12960,2016-10-20,small molecule,investigational
DB12961,2016-10-20,small molecule,investigational
DB12962,2016-10-20,small molecule,investigational
DB12963,2016-10-20,small molecule,investigational
DB12964,2016-10-20,small molecule,investigational
DB12965,2016-10-20,small molecule,approved
DB12966,2016-10-20,small molecule,investigational
DB12967,2016-10-20,small molecule,investigational
DB12968,2016-10-20,small molecule,investigational
DB12969,2016-10-20,small molecule,investigational
DB12970,2016-10-20,small molecule,investigational
DB12971,2016-10-20,small molecule,investigational
DB12972,2016-10-20,small molecule,investigational
DB12973,2016-10-20,small molecule,investigational
DB12974,2016-10-20,small molecule,investigational
DB12975,2016-10-20,small molecule,investigational
DB12976,2016-10-20,biotech,investigational
DB12977,2016-10-20,small molecule,investigational
DB12978,2016-10-20,small molecule,investigational
DB12979,2016-10-20,small molecule,investigational
DB12980,2016-10-20,small molecule,investigational
DB12981,2016-10-20,small molecule,investigational
DB12982,2016-10-20,small molecule,approved
DB12983,2016-10-20,small molecule,investigational
DB12984,2016-10-20,small molecule,investigational
DB12985,2016-10-20,small molecule,investigational
